Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Membrane Lipid Biosynthetic Process (GO:0046467)	6/48	0.6507984592259936	0.9999959960314032	0	0	0.9081331647703329	0.3900933878311843	SPTLC1;PPM1L;SGMS1;SPHK2;SPHK1;B3GNT5
Pyruvate Metabolic Process (GO:0006090)	6/48	0.6507984592259936	0.9999959960314032	0	0	0.9081331647703329	0.3900933878311843	PKM;PGK1;DLAT;GAPDH;PFKM;PCK2
Secondary Alcohol Metabolic Process (GO:1902652)	6/48	0.6507984592259936	0.9999959960314032	0	0	0.9081331647703329	0.3900933878311843	OSBPL5;IDH1;IDH3B;APOE;TSKU;PPARD
Acute Inflammatory Response (GO:0002526)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	PLSCR1;CTNNBIP1;IL6R
Apoptotic Cell Clearance (GO:0043277)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	XKR8;RARA;THBS1
Mismatch Repair (GO:0006298)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	RNASEH2B;PCNA;POLR1B
Mitochondrial Cytochrome C Oxidase Assembly (GO:0033617)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	COX17;UQCC6;COA8
Negative Regulation of DNA Binding (GO:0043392)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	KDM1A;NFIB;RSF1
Negative Regulation of Response to Wounding (GO:1903035)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	EPHA4;MDK;STAT3
Positive Regulation of JUN Kinase Activity (GO:0043507)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	TAOK3;DUSP19;DVL2
Positive Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900227)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	LATS1;MAPK8;ZDHHC5
Positive Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	CCDC88A;AGXT;FAM83B
Positive Regulation of Morphogenesis of an Epithelium (GO:1905332)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	MDK;CTNNB1;SIRT6
Positive Regulation of Receptor Internalization (GO:0002092)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	CD63;TBC1D5;PICK1
Purine-Containing Compound Biosynthetic Process (GO:0072522)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	PRPSAP1;PFAS;COASY
Secondary Alcohol Biosynthetic Process (GO:1902653)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	UBL4A;LMBR1;CYP51A1
Ventricular Cardiac Muscle Tissue Development (GO:0003229)	3/24	0.6517708481966713	0.9999959960314032	0	0	0.9082346750855038	0.3887809682393975	TNNT2;TPM1;FGFR2
Positive Regulation of Immune Response (GO:0050778)	12/95	0.65269911403598	0.9999959960314032	0	0	0.9189218069617717	0.3920479090343229	SLC48A1;AKIRIN2;PLSCR1;KAT5;POLR3B;SPHK2;KARS1;RIOK3;ITGB2;FADD;SIRT1;TRIM56
Monocarboxylic Acid Biosynthetic Process (GO:0072330)	8/64	0.655479997088011	0.9999959960314032	0	0	0.9080653663679494	0.3835554524421545	HSD3B7;ACOT8;OSBPL6;SYCP2;PARK7;HTD2;SLC27A5;CBR4
Golgi to Vacuole Transport (GO:0006896)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	AP1G1;RBSN
Cellular Response to Gamma Radiation (GO:0071480)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	KDM1A;TSPYL5
Endoplasmic Reticulum to Cytosol Transport (GO:1903513)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	FAF2;HSP90B1
Establishment of Melanosome Localization (GO:0032401)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	BBS2;MYO5A
Glycolytic Process Through Glucose-6-Phosphate (GO:0061620)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	PGK1;PFKM
Glycosphingolipid Catabolic Process (GO:0046479)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	GALC;GM2A
Intracellular Sterol Transport (GO:0032366)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	SYCP2;NPC2
Late Endosome to Lysosome Transport (GO:1902774)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	CHMP2B;VPS41
Male Meiosis I (GO:0007141)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	ING3;FOXJ3
Mitochondrion Transport Along Microtubule (GO:0047497)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	UBB;SYBU
Mitotic Chromosome Condensation (GO:0007076)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	PLK1;NCAPH
Negative Regulation of Amyloid-Beta Formation (GO:1902430)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	APOE;RTN4
Negative Regulation of Interleukin-10 Production (GO:0032693)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	THBS1;TNFRSF21
Negative Regulation of mRNA Processing (GO:0050686)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	SFSWAP;SRSF10
Negative Regulation of Natural Killer Cell Mediated Immunity (GO:0002716)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	INPP5D;NECTIN4
Positive Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043517)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	SPRED2;SPRED1
Positive Regulation of Muscle Contraction (GO:0045933)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	EDN3;SPHK1
+ Reg of Myeloid Leukocyte Cytokine Production Inv in Imm Resp (GO:0061081)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	SIRT1;RTN4
Positive Regulation of Positive Chemotaxis (GO:0050927)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	VEGFB;PGF
Positive Regulation of Superoxide Anion Generation (GO:0032930)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	PRKCE;ITGB2
Positive Regulation of Transcription by RNA Polymerase III (GO:0045945)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	CHD8;BAZ1B
Protein O-linked Mannosylation (GO:0035269)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	POMT2;POMT1
Protein Localization to Cell-Cell Junction (GO:0150105)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	PKN2;TJP3
Protein Localization to Vacuole (GO:0072665)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	KPTN;RTN4
Receptor Catabolic Process (GO:0032801)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	SMURF1;KIF16B
Regulation of Amyloid Fibril Formation (GO:1905906)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	PFDN4;PFDN5
Regulation of Fibrinolysis (GO:0051917)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	SLC48A1;THBS1
Regulation of Macrophage Differentiation (GO:0045649)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	FADD;INHA
Regulation of Stem Cell Proliferation (GO:0072091)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	KDM1A;ZFP36L1
Regulation of Superoxide Anion Generation (GO:0032928)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	PRKCE;ITGB2
Synaptic Transmission, GABAergic (GO:0051932)	2/16	0.6603899334010804	0.9999959960314032	0	0	0.9082684620239848	0.37686311924923993	GABBR1;GABRE
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	96/732	0.6653520988744619	0.9999959960314032	0	0	0.9582775642963027	0.39043956287767584	ZNF133;ZNF451;TCERG1;RARG;ZNF131;THRB;KDM1A;ZMYND8;PRDM6;WWC1;CHD8;MAGEF1;KEAP1;OTUD7B;RBPJ;PHF6;ELK4;RPS14;FLCN;ING3;KAT5;VPS72;RBM15;PARP1;DNMT3A;SIRT6;HCFC2;SIRT1;YWHAZ;SREBF2;HCFC1;PPM1A;EID2;MED25;SARS1;NIF3L1;NCOR1;RARA;ATF7;PPARD;MAGEH1;HDAC2;SRC;MAZ;CTR9;SUPT4H1;ZBTB1;DDX20;ZBTB45;HDAC8;ZBTB5;ZBTB4;RBBP4;NSD1;TPR;MBIP;ZKSCAN3;APBB2;ZNF589;TBL1X;DMAP1;VHL;ZNF148;MTA2;ZNF224;SKIL;E2F6;KAT14;IGBP1;UBE2I;ZNF140;SEMA4D;STAT1;USP9X;ZBTB16;CAV1;PLK1;STAT3;TBX6;COQ7;NFKB1;GATAD2A;NFKBIA;NFIB;CNOT2;ZNF219;POLE3;MAFK;HDGF;AMOTL2;CPEB3;OGT;TAF3;TRIM33;FGFR2;GZF1
Phosphate-Containing Compound Metabolic Process (GO:0006796)	19/150	0.665466450502684	0.9999959960314032	0	0	0.9216560275363508	0.3753601359522122	IPPK;UBL4A;PFKFB3;STAT3;OCRL;PLA2G15;THTPA;INPP4B;PCNX4;PPM1A;INPP5A;DUSP10;PPA2;INPP5D;ACP6;AKT1;ALDOB;PFKM;NADK
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	28/219	0.6661579854972879	0.9999959960314032	0	0	0.9314077736040016	0.37836430928212506	PIGU;FLT3;SRC;MAZ;PTEN;PARK7;THBS1;RTN4;IGF1R;FLCN;ERBB3;THEM4;PTK2B;PHLDA3;OSBPL8;RUBCN;SEMA4D;GDF15;VEGFB;SIRT1;PTK2;VAV2;CCDC88A;AXL;AGXT;DIPK2A;MYORG;TSPYL5
Negative Regulation of MAPK Cascade (GO:0043409)	16/127	0.6669971126918323	0.9999959960314032	0	0	0.9160248331232788	0.37096217533539566	IGBP1;EPHA4;CAV1;DUSP19;PEBP1;DUSP6;IGF1R;FLCN;SPRED2;SPRED1;ITCH;DUSP10;NCOR1;TAOK3;APOE;AGXT
Protein Modification Process (GO:0036211)	71/545	0.6700918838306759	0.9999959960314032	0	0	0.9511348728518393	0.3807777496487259	GMFB;PTEN;FBXO22;SERP1;PPP4R2;AKT2;CHEK1;MACROD1;AKT1;BTRC;PRMT6;PRKCI;PRKCH;PPP1R12A;COG7;PARP1;STRADA;PRKCE;DAPK3;ALG2;SIRT6;VRK1;VRK2;BAZ1B;YWHAZ;FBXW2;DDOST;CCNA2;LATS1;TPST1;PPM1A;CDC34;B3GNT5;ADPRH;RARA;ATG4C;PICK1;PHPT1;SGK1;CILK1;FUT10;PRKCZ;EVPL;FUT1;THBS1;MAPK8;OARD1;ABL1;PTK2B;AGA;MAPK6;ATG7;MARK3;CLASP1;B3GALNT2;PLK4;UBL4A;YES1;UBE2I;PLK1;HS3ST5;PTPN12;TAOK3;GGCX;STK17B;AQP11;PKN2;COPS8;PTPN4;METAP1;NEK11
Activation of Protein Kinase Activity (GO:0032147)	6/49	0.6710098754141499	0.9999959960314032	0	0	0.8869623379296151	0.3538726275844356	CARD10;CCDC88A;STRADA;PTK2B;TNFRSF10B;COPS8
Negative Regulation of Small GTPase Mediated Signal Transduction (GO:0051058)	6/49	0.6710098754141499	0.9999959960314032	0	0	0.8869623379296151	0.3538726275844356	FLCN;ITGA3;CUL3;ARHGAP29;LZTR1;SCAI
Positive Regulation of Intracellular Transport (GO:0032388)	6/49	0.6710098754141499	0.9999959960314032	0	0	0.8869623379296151	0.3538726275844356	EHD1;PCM1;NUMA1;STX18;TPR;CEP290
Positive Regulation of Transport (GO:0051050)	6/49	0.6710098754141499	0.9999959960314032	0	0	0.8869623379296151	0.3538726275844356	C2CD5;NUMA1;SIVA1;APOE;SGK1;CBLL1
RNA Stabilization (GO:0043489)	5/41	0.6714455821898229	0.9999959960314032	0	0	0.8828889707990335	0.3516743703349775	DKC1;CPAMD8;DHX36;NRDE2;TRDMT1
Connective Tissue Development (GO:0061448)	5/41	0.6714455821898229	0.9999959960314032	0	0	0.8828889707990335	0.3516743703349775	ZBTB16;NFATC2;TRIP11;SLC39A13;SULF2
Negative Regulation of Type I Interferon Production (GO:0032480)	5/41	0.6714455821898229	0.9999959960314032	0	0	0.8828889707990335	0.3516743703349775	ITCH;RNF125;RNF216;CUL3;BANF1
Odontogenesis (GO:0042476)	5/41	0.6714455821898229	0.9999959960314032	0	0	0.8828889707990335	0.3516743703349775	HDAC2;TUFT1;ANKRD11;ROGDI;FGFR2
Organelle Transport Along Microtubule (GO:0072384)	5/41	0.6714455821898229	0.9999959960314032	0	0	0.8828889707990335	0.3516743703349775	UBB;KIF16B;BICDL1;BICDL2;TRAK2
Positive Regulation of Actin Filament Polymerization (GO:0030838)	5/41	0.6714455821898229	0.9999959960314032	0	0	0.8828889707990335	0.3516743703349775	CARMIL1;PRKCE;PTK2B;BAIAP2;CCL26
Myeloid Cell Differentiation (GO:0030099)	7/57	0.6716699476141915	0.9999959960314032	0	0	0.8898856510512726	0.35416399602819	HSPA9;RPS14;RACGAP1;UBA5;ZBTB16;SLC1A5;INHA
Negative Regulation of Innate Immune Response (GO:0045824)	7/57	0.6716699476141915	0.9999959960314032	0	0	0.8898856510512726	0.35416399602819	ZDHHC18;PARP1;METTL3;BANF1;TTLL12;REXO2;YWHAZ
Protein Autoubiquitination (GO:0051865)	8/65	0.6730079719364476	0.9999959960314032	0	0	0.8920826050365767	0.35326302023614536	CNOT4;ITCH;DTX3L;UBE2B;CUL3;RAD18;RNFT1;RNF187
Cortical Cytoskeleton Organization (GO:0030865)	4/33	0.6737645114813166	0.9999959960314032	0	0	0.8768327700556502	0.3462390056641184	PPP2R3C;NCOA3;PTK2B;LLGL2
Positive Regulation of Interleukin-12 Production (GO:0032735)	4/33	0.6737645114813166	0.9999959960314032	0	0	0.8768327700556502	0.3462390056641184	MDK;RIPK2;PLCB1;HSPD1
Regulation of Cell Adhesion Mediated by Integrin (GO:0033628)	4/33	0.6737645114813166	0.9999959960314032	0	0	0.8768327700556502	0.3462390056641184	SLC48A1;MUC1;NCOA3;PTK2
Ub-dep Prot Cat Proc via Multivsiclr Bdy Sorting Pway (GO:0043162)	4/33	0.6737645114813166	0.9999959960314032	0	0	0.8768327700556502	0.3462390056641184	CHMP2B;VPS37C;STAM2;VPS28
Vasculogenesis (GO:0001570)	4/33	0.6737645114813166	0.9999959960314032	0	0	0.8768327700556502	0.3462390056641184	NRP1;SPRED1;CAV1;RTN4
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)	4/33	0.6737645114813166	0.9999959960314032	0	0	0.8768327700556502	0.3462390056641184	TNNT2;TPM1;RBPJ;FGFR2
Positive Regulation of Protein Transport (GO:0051222)	9/73	0.6747826116892902	0.9999959960314032	0	0	0.8937915282392026	0.3515860334524758	PCM1;GOLPH3;CNST;TPR;TMEM97;APOE;CEP290;APBB3;VPS28
Negative Regulation of Cell Cycle (GO:0045786)	10/81	0.6768455743226732	0.9999959960314032	0	0	0.8951567603553373	0.3493905463029348	LATS1;NR4A1;BRINP2;PTEN;TAF6;FBXO43;INHA;SIRT1;PML;RHOB
Negative Regulation of Neuron Apoptotic Process (GO:0043524)	10/81	0.6768455743226732	0.9999959960314032	0	0	0.8951567603553373	0.3493905463029348	PRKCI;ERBB3;MDK;CLCF1;VEGFB;PPT1;LIG4;PTK2B;PARK7;NFATC4
Positive Regulation of JNK Cascade (GO:0046330)	10/81	0.6768455743226732	0.9999959960314032	0	0	0.8951567603553373	0.3493905463029348	TRAF4;TAOK3;DUSP19;DVL2;MBIP;XIAP;PTK2B;LTBR;PLCB1;PJA2
Amino Acid Metabolic Process (GO:0006520)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	DIDO1;CARNMT1;ETFA
Carboxylic Acid Catabolic Process (GO:0046395)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	ACOT8;NAGK;NPL
Cell Surface Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	BMPR2;FOS;ECSIT
Cellular Response to Low-Density Lipoprotein Particle Stimulus (GO:0071404)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	ITGB2;AKT1;SREBF2
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	HSPA9;HSPA6;HSPA13
Cholesterol Biosynthetic Process (GO:0006695)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	UBL4A;LMBR1;CYP51A1
Meiosis I (GO:0007127)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	ING3;PTTG1;FOXJ3
Negative Regulation of Axonogenesis (GO:0050771)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	PTEN;DIP2B;RTN4
Nucleic Acid Metabolic Process (GO:0090304)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	EXD2;RECQL5;DDX24
Positive Regulation of Inflammasome-Mediated Signaling Pathway (GO:0141087)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	LATS1;MAPK8;ZDHHC5
Receptor Clustering (GO:0043113)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	ITGB2;PICK1;MADCAM1
Regulation of Muscle Cell Differentiation (GO:0051147)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	RBM4;CCNT2;FGFR2
Regulation of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	SLC48A1;CD63;ROBO1
Steroid Biosynthetic Process (GO:0006694)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	LMBR1;SYCP2;CYP51A1
Sulfur Compound Transport (GO:0072348)	3/25	0.6796452101890437	0.9999959960314032	0	0	0.8669010547463586	0.33478363481248047	SLC25A26;RACGAP1;SLC19A2
Regulation of Transcription by RNA Polymerase II (GO:0006357)	299/2250	0.6809221838887991	0.9999959960314032	0	0	0.9712891429099333	0.3732734563380241	TCERG1;GABPB2;ZMYND8;KEAP1;CCNC;RBPJ;GABPB1;DCAF6;ELK4;TIAL1;RPS14;ZNF609;KAT5;ZC3H12A;AKT1;IER5;ACVR1;ZNF283;ZFP1;ZFP3;MED8;RFX1;HCFC2;HCFC1;OVOL2;NIF3L1;EID2;RFX7;TFAM;ATF7;ZSCAN26;MAML3;CLOCK;SRCAP;ZNF391;FLII;CTR9;ZBTB1;SUPT4H1;ZBTB5;ZNF25;ZBTB4;MED12L;CIAO1;PGBD1;ZNF707;ZNF704;DHX36;PCBP2;ZNF821;TP53BP1;FADD;ZNF148;KAT14;ZBED4;ZNF146;ZBTB7C;S100A10;ZNF384;ZNF140;PLK1;ZNF32;NFATC2;INO80;ELL3;NFATC4;ZBTB9;SETX;MLLT10;ZZZ3;FUBP1;HBP1;RCOR3;CPEB3;RCOR1;ZNF133;CSRNP2;RARG;ZNF131;ZNF251;ZNF250;OGG1;MAGEF1;HNF4G;OTUD7B;PHF6;ZNF48;MED14;ING3;ZNF805;TEAD2;SS18;ZNF121;PARP1;ZNF480;RIPK2;NCOA3;ANXA4;TCF12;NME2;SIRT6;FOS;BAZ1B;SIRT1;SREBF2;SUPT3H;MED23;PHF20L1;MED25;PLSCR1;NCOR1;RARA;PPARD;MAGEH1;WAS;ZNF3;ZNF7;NSD1;LEO1;APBB2;BRD9;ZNF589;TBL1X;ZNF224;RTRAF;ZNF584;WWOX;PCGF6;NPM1;ZNF581;ZNF580;STAT1;USP9X;DMRT2;STAT3;ZNF76;ELP2;ELP3;GRHL3;GRHL2;GATAD2A;BATF;STING1;NFIB;ZNF219;CTNNB1;HDGF;ZNF337;ZNF335;ZNF212;GZF1;FOXA1;ZNF571;CCNT2;KDM1A;CRTC1;PRDM6;WWC1;NUCKS1;PARK7;FOXQ1;CHCHD2;ZFP30;ZNF83;ZNF329;RUVBL1;POGZ;NFATC2IP;ZNF449;ZNF446;ZNF567;ZNF444;ZNF443;RNF40;FOXP1;KAT6B;RBM14-RBM4;PHIP;LMX1B;ZNF554;NOTCH2;KMT2D;ZNF550;KMT2A;MAZ;ATXN7;TPR;MBIP;ZKSCAN3;DVL2;ZNF669;ABL1;ZNF668;ZNF787;DMAP1;ZNF302;ZNF786;ZNF544;SKIL;ZKSCAN1;ZNF782;AKIRIN2;UBE2I;CAV1;ZBTB16;COQ7;NFKB1;NFKB2;NFKBIA;CDK8;NR4A1;MRGBP;ZFP62;ZNF418;CNOT2;ZFP64;RFXAP;ZNF778;TADA1;AMOTL2;MAFK;MNAT1;ZNF775;BRWD1;OGT;FGFR2;ZNF652;NFE2L2;DIDO1;CALCOCO1;BMPR2;THRB;YWHAB;CHD8;PTEN;PSIP1;PAGR1;FLCN;ZIC3;VPS72;SIX5;ZNF529;ZNF768;ZNF641;EMX1;PPP1R12A;RBM15;DNMT3A;ETV2;ZNF75D;ARID1A;YWHAZ;PPM1A;SARS1;PKM;TFDP2;IRF1;ZNF879;HDAC2;KDM3A;GTF2A2;SMARCD2;SRC;DDX20;ZBTB45;HDAC8;LRP6;REPIN1;MUC1;ZNF629;RBBP4;VHL;MTA2;ZNF621;ZNF500;E2F6;ZNF620;IGBP1;SEMA4D;USP22;FOXJ3;ZNF181;ATP2B4;ZIC4;TBX6;KLF3;ASXL1;MEIS1;KLF5;KANSL3;POLE3;TAF6;TAF5;ZNF610;SSBP2;TAF3;PFKM;TRIM33;TAF2
C21-steroid Hormone Biosynthetic Process (GO:0006700)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	SYCP2
DNA Cytosine Deamination (GO:0070383)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	CDADC1
GMP Metabolic Process (GO:0046037)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	PFAS
N-acylphosphatidylethanolamine Metabolic Process (GO:0070292)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	NAPEPLD
R-loop Processing (GO:0062176)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	DDX23
T Cell Mediated Cytotoxicity (GO:0001913)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	THRB
Aminoglycoside Antibiotic Metabolic Process (GO:0030647)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	CBR4
Biogenic Amine Catabolic Process (GO:0042402)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	SLC44A1
Brown Fat Cell Differentiation (GO:0050873)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	SLC39A13
Calcium Ion Transport Into Cytosol (GO:0060402)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	CACNB3
Cardioblast Differentiation (GO:0010002)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	RBPJ
Cell Differentiation Involved in Metanephros Development (GO:0072202)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	STAT1
Cellular Response to Platelet-Derived Growth Factor Stimulus (GO:0036120)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	MARS1
Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	PXYLP1
Chondroitin Sulfate Proteoglycan Metabolic Process (GO:0050654)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	PXYLP1
Cobalamin Metabolic Process (GO:0009235)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	MTR
Daunorubicin Metabolic Process (GO:0044597)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	CBR4
Endochondral Ossification (GO:0001958)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	INPPL1
Endosome to Melanosome Transport (GO:0035646)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	CD63
Endosome to Pigment Granule Transport (GO:0043485)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	CD63
Epithelial to Mesenchymal Transition Involved in Endocardial Cushion Formation (GO:0003198)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	RBPJ
Ethanol Catabolic Process (GO:0006068)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	ACSS2
Ethanol Metabolic Process (GO:0006067)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	ACSS2
Forebrain Neuron Development (GO:0021884)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	FGFR2
Interleukin-12-Mediated Signaling Pathway (GO:0035722)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	PLCB1
Isoprenoid Biosynthetic Process (GO:0008299)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	PDSS2
Lipid Phosphorylation (GO:0046834)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	DGKE
Manganese Ion Transport (GO:0006828)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	SLC39A8
Mesodermal Cell Differentiation (GO:0048333)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	ITGA3
Mitochondrial tRNA Processing (GO:0090646)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	METTL8
Mitral Valve Development (GO:0003174)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	BMPR2
Monocyte Activation (GO:0042117)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	FOXP1
Negative Regulation of T Cell Apoptotic Process (GO:0070233)	1/8	0.6892454438714201	0.9999959960314032	0	0	0.9083022240916978	0.33803179321298027	FADD
