Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Circadian rhythm	3/31	0.8125148469337625	0.9999948017010682	0	0	0.6808997632202052	0.14136915224338303	PRKAB2;BTRC;CLOCK
Drug metabolism	12/108	0.8128539412136225	0.9999948017010682	0	0	0.7938839615668883	0.1644958050953167	ALDH3B2;DUT;GSTO2;RRM2B;IMPDH1;MGST3;ALDH3B1;NME2;TK2;CYP2E1;GUSB;NME1
Cocaine addiction	5/49	0.8140318018848979	0.9999948017010682	0	0	0.7220286164259625	0.1485616081505091	TH;DLG4;GNAS;NFKB1;GNAI2
Ether lipid metabolism	5/49	0.8140318018848979	0.9999948017010682	0	0	0.7220286164259625	0.1485616081505091	PLA2G2C;CHPT1;PLA2G6;PLD3;PAFAH2
Malaria	5/50	0.8277621532913864	0.9999948017010682	0	0	0.7059425809886555	0.13344391687856197	SDC2;ITGB2;MET;THBS1;THBS3
Gastric acid secretion	8/76	0.8279317962492738	0.9999948017010682	0	0	0.7472975906229651	0.14110809365340354	GNAS;CALM3;ATP1B1;PLCB1;CALM1;CAMK2G;CALM2;GNAI2
Necroptosis	18/159	0.8296676644662507	0.9999948017010682	0	0	0.8104491725768321	0.15133522475549618	H2AX;HSP90AA1;HSP90AB1;PARP1;STAT1;STAT3;SPATA2;TNFRSF10B;XIAP;CFLAR;SPATA2L;H2AJ;MAPK8;SHARPIN;CHMP2B;FADD;GLUL;CAMK2G
Protein export	2/23	0.8397005814316482	0.9999948017010682	0	0	0.6052668490076443	0.10574611148964808	SEC11A;SRP9
Proximal tubule bicarbonate reclamation	2/23	0.8397005814316482	0.9999948017010682	0	0	0.6052668490076443	0.10574611148964808	ATP1B1;PCK2
Tight junction	19/169	0.8433856115862867	0.9999948017010682	0	0	0.8040212424354699	0.1369497404979112	PRKAB2;PRKCI;PCNA;SRC;ACTN1;PRKCE;WAS;ARPC5;PRKCZ;MYL12A;RAP2C;OCLN;MAPK8;CLDN3;SYMPK;MYH9;AMOTL2;TJP3;LLGL2
Renin secretion	7/69	0.8452445417169044	0.9999948017010682	0	0	0.7171499625182947	0.1205739176154252	EDN3;GNAS;CALM3;PLCB1;CALM1;CALM2;GNAI2
TNF signaling pathway	12/112	0.8491208313465377	0.9999948017010682	0	0	0.7619512195121951	0.12462000276279758	NFKBIA;MAPK8;ITCH;AKT2;IRF1;BCL3;AKT1;FADD;TAB1;FOS;CFLAR;NFKB1
PI3K-Akt signaling pathway	42/354	0.8499059458859808	0.9999948017010682	0	0	0.8536708060250661	0.13883213106086367	HSP90AB1;FLT3;YWHAB;PTEN;TGFA;LAMC2;THBS1;IGF1R;HSP90B1;THBS3;NRAS;YWHAQ;ERBB3;PPP2R3C;AKT2;MLST8;AKT1;THEM4;IL6R;EIF4E;PCK2;HSP90AA1;MAP2K2;LAMB3;ITGA3;LAMB2;VEGFB;FLT3LG;TSC1;OSMR;YWHAZ;PTK2;PGF;NFKB1;NR4A1;RHEB;GNB2;PKN2;SGK1;RAF1;MET;FGFR2
Oxytocin signaling pathway	17/154	0.853033958618502	0.9999948017010682	0	0	0.7876644767955637	0.12520393272274039	PRKAB2;MAP2K2;PPP1R12A;SRC;NFATC2;FOS;NFATC4;GNAI2;CACNB3;NRAS;GNAS;CALM3;RAF1;CALM1;PLCB1;CALM2;CAMK2G
Glycerolipid metabolism	6/61	0.8535449223925705	0.9999948017010682	0	0	0.6929605792437651	0.10973523119696448	ALDH3A2;DGKE;DGAT2;AGK;DGKA;MBOAT1
Porphyrin and chlorophyll metabolism	4/43	0.8540820260244503	0.9999948017010682	0	0	0.6516259471307371	0.10277968384312086	ALAD;EPRS1;HCCS;GUSB
Pentose and glucuronate interconversions	3/34	0.8592806531521984	0.9999948017010682	0	0	0.6148993049367314	0.09325543770779193	UGP2;RPE;GUSB
Propanoate metabolism	3/34	0.8592806531521984	0.9999948017010682	0	0	0.6148993049367314	0.09325543770779193	ACSS2;SUCLG1;DLD
Influenza A	19/172	0.8634635861110193	0.9999948017010682	0	0	0.7881180877933488	0.11569853499357664	CPSF4;FDPS;MAP2K2;NLRX1;STAT1;TNFRSF10B;TMPRSS2;NFKB1;PML;NFKBIA;HNRNPUL1;PABPN1;AKT2;AKT1;TRIM25;CYCS;FADD;RAF1;RAE1
alpha-Linolenic acid metabolism	2/25	0.8721884920915614	0.9999948017010682	0	0	0.5525709163091503	0.07556391685707971	PLA2G2C;PLA2G6
Cytosolic DNA-sensing pathway	6/63	0.8739185345938392	0.9999948017010682	0	0	0.6685685452569476	0.09010172427587637	NFKBIA;POLR3B;STING1;POLR1D;POLR2H;NFKB1
Th17 cell differentiation	11/107	0.8763782572400489	0.9999948017010682	0	0	0.7274581332348233	0.09599354260724781	NFKBIA;HSP90AA1;MAPK8;HSP90AB1;STAT1;STAT3;RARA;NFATC2;FOS;IL6R;NFKB1
Adrenergic signaling in cardiomyocytes	16/150	0.8812947557164593	0.9999948017010682	0	0	0.7577803064617696	0.095755498588398	TPM3;TPM1;ATP2B4;ATP1B1;GNAI2;CACNB3;PPP2R3C;AKT2;TNNT2;GNAS;AKT1;CALM3;CALM1;PLCB1;CALM2;CAMK2G
Starch and sucrose metabolism	3/36	0.8844646517978365	0.9999948017010682	0	0	0.5775657123723422	0.07090931939565602	UGP2;PGM2;HK1
Th1 and Th2 cell differentiation	9/92	0.8932939973794561	0.9999948017010682	0	0	0.6884281311291678	0.07768190530901081	NOTCH2;NFKBIA;MAPK8;STAT1;NFATC2;FOS;MAML3;RBPJ;NFKB1
Aldosterone-regulated sodium reabsorption	3/37	0.8954815033384381	0.9999948017010682	0	0	0.5605459863503413	0.061880752637589735	SCNN1A;ATP1B1;SGK1
Amoebiasis	10/102	0.9015121362925489	0.9999948017010682	0	0	0.6899845867317449	0.07153882605200386	LAMB3;LAMB2;ACTN1;PRDX1;ITGB2;GNAS;LAMC2;PLCB1;NFKB1;PTK2
Primary immunodeficiency	3/38	0.9055439583658038	0.9999948017010682	0	0	0.544498816101026	0.05402487680429263	DCLRE1C;CD8A;RFXAP
NOD-like receptor signaling pathway	19/181	0.9118952043182731	0.9999948017010682	0	0	0.7439426582319012	0.06861398243070155	HSP90AA1;NLRX1;HSP90AB1;RIPK2;STAT1;XIAP;TXN;NFKB1;NFKBIA;MAPK8;SHARPIN;STING1;ATG16L1;MFN1;PKN2;FADD;TP53BP1;TAB1;PLCB1
Toll-like receptor signaling pathway	10/104	0.9135681706383616	0.9999948017010682	0	0	0.6752254942015776	0.06103854818483802	NFKBIA;MAPK8;MAP2K2;STAT1;AKT2;AKT1;FADD;TAB1;FOS;NFKB1
Cardiac muscle contraction	8/87	0.9187559987422972	0.9999948017010682	0	0	0.6428324536409921	0.05447021461653833	CACNB3;TPM3;COX4I1;TNNT2;TPM1;COX7A2;ATP1B1;COX5A
Cysteine and methionine metabolism	4/50	0.9225485396344695	0.9999948017010682	0	0	0.5522411970138733	0.044519082569382855	DNMT3A;MTR;ENOPH1;BCAT2
Glycine, serine and threonine metabolism	3/40	0.9230780702390488	0.9999948017010682	0	0	0.5150067194266089	0.041221892264148845	GRHPR;AGXT;DLD
Circadian entrainment	9/97	0.9241523052552776	0.9999948017010682	0	0	0.6491241316822712	0.05120186537636501	GNB2;GNAS;CALM3;FOS;CALM1;PLCB1;CALM2;CAMK2G;GNAI2
Gap junction	8/88	0.9244677668652977	0.9999948017010682	0	0	0.634760147601476	0.049852217532663716	NRAS;MAP2K2;TUBB2A;SRC;GNAS;PLCB1;RAF1;GNAI2
cGMP-PKG signaling pathway	17/167	0.9245903316906706	0.9999948017010682	0	0	0.718854745156115	0.05636146428503488	MAP2K2;PPP1R12A;PRKCE;ATP2B4;NFATC2;ATP1B1;NFATC4;GNAI2;GNA13;AKT2;BDKRB2;AKT1;CALM3;RAF1;CALM1;PLCB1;CALM2
Platelet activation	12/124	0.9258048419587389	0.9999948017010682	0	0	0.6798384542286982	0.05240998399532376	GNA13;PRKCI;PPP1R12A;SRC;AKT2;GNAS;AKT1;ARHGEF1;PLCB1;PRKCZ;MYL12A;GNAI2
Ascorbate and aldarate metabolism	2/30	0.9286644883034109	0.9999948017010682	0	0	0.453766042499474	0.03358220791673914	ALDH3A2;GUSB
cAMP signaling pathway	22/216	0.9461799542972129	0.9999948017010682	0	0	0.7187738994768883	0.03976437012565121	GABBR1;MAP2K2;PPP1R12A;EDN3;NPY1R;ATP2B4;FOS;ATP1B1;NFKB1;VAV2;GNAI2;NFKBIA;MAPK8;AKT2;GNAS;AKT1;RAC3;CALM3;CALM1;RAF1;CALM2;CAMK2G
Steroid biosynthesis	1/20	0.9462172070398067	0.9999948017010682	0	0	0.33440520698138426	0.01848696670923611	CYP51A1
Vasopressin-regulated water reabsorption	3/44	0.9495188136716306	0.9999948017010682	0	0	0.4646543592507748	0.024069065435964695	DCTN4;GNAS;DYNLL1
Retrograde endocannabinoid signaling	14/148	0.950179515541054	0.9999948017010682	0	0	0.6625673408107392	0.03386007229714416	NDUFB9;NDUFB7;NDUFB6;NDUFA12;NDUFC2-KCTD14;GNAI2;MAPK8;NDUFS7;NDUFS6;GNB2;NAPEPLD;NDUFS1;PLCB1;GABRE
Pathways of neurodegeneration	53/475	0.9517862811799754	0.9999948017010682	0	0	0.7945546535304945	0.03926273065140814	NDUFA12;COX4I1;PARK7;NDUFC2-KCTD14;PSMD6;PSMD7;MAP2K2;WIPI1;ATG13;PSMA5;ATXN2L;PSMA3;TUBB2A;PSMA1;NDUFS7;NDUFS6;SMCR8;NDUFS1;PLCB1;RAF1;NDUFB9;NDUFB7;NDUFB6;DCTN4;ATP5MC2;COX7A2;KLC1;COX5A;LRP6;NRAS;MAPK8;KLC2;UBB;ATG101;MFN1;DVL2;FADD;CAMK2G;DNAI1;SPTBN2;FZD2;ATP5F1C;NFKB1;ATP5F1E;PSMC4;DLG4;PSMC2;CHMP2B;CTNNB1;CYCS;CALM3;CALM1;CALM2
Gastric cancer	14/149	0.9532153723515363	0.9999948017010682	0	0	0.6576210826210827	0.031509524064928796	MAP2K2;FZD2;GAB1;LRP6;NRAS;AKT2;DVL2;CTNNA1;AKT1;CTNNB1;CTNNA3;RAF1;MET;FGFR2
Metabolism of xenobiotics by cytochrome P450	6/76	0.9562092489862262	0.9999948017010682	0	0	0.5439949431099873	0.024359283102649502	ALDH3B2;GSTO2;MGST3;ALDH3B1;HSD11B1L;CYP2E1
Glutamatergic synapse	10/114	0.9567197157384608	0.9999948017010682	0	0	0.609944892625838	0.02698689493474945	SLC38A1;GRK2;GRM4;DLG4;GNB2;GNAS;PLCB1;GLUL;SLC38A2;GNAI2
Alcoholism	18/186	0.9579487491465792	0.9999948017010682	0	0	0.6791269841269841	0.02917597450202161	H2AX;HDAC2;H2BC6;HDAC8;HDAC6;GNAI2;HDAC7;H2AJ;NRAS;TH;GNB2;H2BC10;GNAS;CALM3;H4C4;RAF1;CALM1;CALM2
Leishmaniasis	6/77	0.959845258327828	0.9999948017010682	0	0	0.5363018820889941	0.021979365553452798	NFKBIA;STAT1;ITGB2;FOS;TAB1;NFKB1
Arginine biosynthesis	1/22	0.9598545155706831	0.9999948017010682	0	0	0.3025220393641446	0.012395402597279255	GLUL
Prion disease	28/273	0.9602992062132273	0.9999948017010682	0	0	0.7238236856080722	0.02932236527637389	NDUFB9;NDUFB7;NDUFB6;NDUFA12;COX4I1;ATP5MC2;COX7A2;KLC1;COX5A;NDUFC2-KCTD14;PSMD6;MAPK8;PSMD7;KLC2;CAV1;HSPA6;ATP5F1C;ATP5F1E;PSMA5;PSMA3;TUBB2A;PSMA1;NDUFS7;PSMC4;NDUFS6;PSMC2;CYCS;NDUFS1
Parathyroid hormone synthesis, secretion and action	9/106	0.9606712219086063	0.9999948017010682	0	0	0.5885878686166387	0.023615940100032887	GNA13;SP1;GNAS;ARHGEF1;FOS;RAF1;PLCB1;GNAI2;LRP6
Antigen processing and presentation	6/78	0.9632044464652554	0.9999948017010682	0	0	0.528822517207473	0.019825338343574684	HSP90AA1;HSP90AB1;CTSL;CD8A;HSPA6;RFXAP
Synaptic vesicle cycle	6/78	0.9632044464652554	0.9999948017010682	0	0	0.528822517207473	0.019825338343574684	CLTC;ATP6V0A2;TCIRG1;ATP6V0C;ATP6V1D;AP2M1
ECM-receptor interaction	7/88	0.9638425553113744	0.9999948017010682	0	0	0.548323929487092	0.02019330195334284	LAMB3;ITGA3;LAMB2;LAMC2;CD47;THBS1;THBS3
Neutrophil extracellular trap formation	18/189	0.9647430148196935	0.9999948017010682	0	0	0.6670955165692007	0.023944405595581548	H2AX;HDAC2;MAP2K2;SRC;H2BC6;ITGB2;HDAC8;NFKB1;HDAC6;HDAC7;H2AJ;AKT2;H2BC10;AKT1;H4C4;RAF1;PLCB1;ATG7
Osteoclast differentiation	11/127	0.966992445837686	0.9999948017010682	0	0	0.6013337069920894	0.020183522645475283	NFKBIA;MAPK8;SOCS1;STAT1;AKT2;AKT1;NFATC2;TAB1;FOS;NFKB1;NFKB2
Intestinal immune network for IgA production	3/48	0.9672765499245544	0.9999948017010682	0	0	0.4232535297728668	0.014081999157696526	CXCR4;MADCAM1;LTBR
Valine, leucine and isoleucine degradation	3/48	0.9672765499245544	0.9999948017010682	0	0	0.4232535297728668	0.014081999157696526	ALDH3A2;DLD;BCAT2
MAPK signaling pathway	30/294	0.9674443593224769	0.9999948017010682	0	0	0.7194433170995671	0.023811678405424447	FLT3;TGFA;ECSIT;IGF1R;ELK4;NRAS;MAPK8;DUSP10;ERBB3;AKT2;AKT1;RAC3;PAK2;MAP2K2;HSPA6;VEGFB;FLT3LG;FOS;DUSP6;PGF;NFKB1;NFKB2;NR4A1;PPM1A;CACNB3;TAOK3;TAB1;RAF1;MET;FGFR2
Vitamin digestion and absorption	1/24	0.970034703830505	0.9999948017010682	0	0	0.2761837704629467	0.008402457878432745	SLC19A2
Morphine addiction	7/91	0.9719250772772254	0.9999948017010682	0	0	0.5286487151112751	0.015054096052881369	GABBR1;GRK2;GNB2;GRK6;GNAS;GABRE;GNAI2
Measles	12/139	0.972867085784743	0.9999948017010682	0	0	0.5990188033591145	0.016477694596221962	NFKBIA;MAPK8;STAT1;AKT2;HSPA6;STAT3;AKT1;CYCS;FADD;FOS;NFKB1;BBC3
Arachidonic acid metabolism	4/61	0.9737145711160071	0.9999948017010682	0	0	0.4453839092942378	0.011863720775211268	PLA2G2C;PTGES2;CYP2E1;PLA2G6
Steroid hormone biosynthesis	4/61	0.9737145711160071	0.9999948017010682	0	0	0.4453839092942378	0.011863720775211268	SRD5A3;HSD11B1L;CYP2E1;HSD17B6
Cholesterol metabolism	3/50	0.973760815000773	0.9999948017010682	0	0	0.4051957211708005	0.010773982143850011	OSBPL5;NPC2;APOE
Rheumatoid arthritis	7/93	0.9763545977519685	0.9999948017010682	0	0	0.5162945107357622	0.012354639128272464	CTSL;ITGB2;ATP6V0A2;TCIRG1;FOS;ATP6V0C;ATP6V1D
Salivary secretion	7/93	0.9763545977519685	0.9999948017010682	0	0	0.5162945107357622	0.012354639128272464	ATP2B4;GNAS;CALM3;ATP1B1;PLCB1;CALM1;CALM2
Protein digestion and absorption	8/103	0.9766389380157382	0.9999948017010682	0	0	0.5340687512138279	0.012624454478218684	COL18A1;SLC7A7;SLC7A8;PRCP;SLC3A2;SLC1A5;ATP1B1;SLC38A2
Maturity onset diabetes of the young	1/26	0.9776339242092295	0.9999948017010682	0	0	0.2540596245859404	0.0057468260769750115	HNF4G
PPAR signaling pathway	5/74	0.9792299154732678	0.9999948017010682	0	0	0.4597562995133469	0.009649740723857854	SCD;PLIN2;SLC27A5;PPARD;PCK2
Cortisol synthesis and secretion	4/65	0.9826188833585645	0.9999948017010682	0	0	0.4160817618420576	0.0072955533482803505	NR4A1;SP1;GNAS;PLCB1
Cushing syndrome	13/155	0.9831902157345758	0.9999948017010682	0	0	0.5800942438364011	0.009834147578041118	KMT2D;MAP2K2;FZD2;KMT2A;GNAI2;NR4A1;SP1;RBBP5;DVL2;GNAS;CTNNB1;PLCB1;CAMK2G
Epstein-Barr virus infection	18/202	0.9842593443498386	0.9999948017010682	0	0	0.6194927536231885	0.00982878240382982	HDAC2;STAT1;STAT3;RBPJ;NFKB1;NFKB2;NFKBIA;CCNA2;PSMD6;MAPK8;PSMD7;PSMC4;AKT2;PSMC2;AKT1;CYCS;FADD;TAB1
Arrhythmogenic right ventricular cardiomyopathy	5/77	0.9845136438147853	0.9999948017010682	0	0	0.44052299627308844	0.006875472521271206	CACNB3;ITGA3;CTNNA1;CTNNB1;CTNNA3
Chemical carcinogenesis	22/239	0.9852322862936834	0.9999948017010682	0	0	0.6417255808229293	0.009547491775524254	NOTCH2;HSP90AA1;MAP2K2;HSP90AB1;GSTO2;SRC;MGST3;STAT3;HSD11B1L;XIAP;FOS;NFKB1;GNAI2;HSP90B1;NRAS;KLF5;AKT2;GNAS;AKT1;CYP2E1;RAF1;KPNB1
Fat digestion and absorption	2/43	0.9855398370590838	0.9999948017010682	0	0	0.30965551923560475	0.004510358689583315	DGAT2;PLA2G2C
Fatty acid degradation	2/43	0.9855398370590838	0.9999948017010682	0	0	0.30965551923560475	0.004510358689583315	ALDH3A2;ECI1
Cell adhesion molecules	12/148	0.9859550398109188	0.9999948017010682	0	0	0.5590843876353202	0.007907982532333574	CNTNAP2;OCLN;ALCAM;CLDN3;CD8A;SDC2;ITGB2;MADCAM1;VTCN1;GLG1;CD22;CD276
Hematopoietic cell lineage	7/99	0.9860650393252052	0.9999948017010682	0	0	0.48245473353327023	0.006770269786921816	CD8A;FLT3;ITGA3;FLT3LG;IL6R;CD22;CD55
Hypertrophic cardiomyopathy	6/90	0.9877110401173742	0.9999948017010682	0	0	0.452960387694901	0.005600897558619682	PRKAB2;CACNB3;ITGA3;TPM3;TNNT2;TPM1
Natural killer cell mediated cytotoxicity	10/131	0.9882717152568599	0.9999948017010682	0	0	0.523731337817547	0.006178774717473662	NRAS;MAP2K2;ITGB2;SH3BP2;NFATC2;TNFRSF10B;RAC3;PTK2B;RAF1;VAV2
ABC transporters	2/45	0.9887713654170659	0.9999948017010682	0	0	0.29521868685138886	0.003333654173248491	ABCA3;ABCB9
Cholinergic synapse	8/113	0.9900606625401785	0.9999948017010682	0	0	0.48292391495343523	0.004823957139102255	NRAS;AKT2;GNB2;AKT1;FOS;PLCB1;CAMK2G;GNAI2
TGF-beta signaling pathway	6/94	0.9916232498646392	0.9999948017010682	0	0	0.43227071600965405	0.003636275215935166	ACVR1;BMPR2;SMURF1;SP1;LTBP1;THBS1
Calcium signaling pathway	21/240	0.992112924548442	0.9999948017010682	0	0	0.6066659555772268	0.004803789089752278	SPHK2;SPHK1;VEGFB;ATP2B4;CXCR4;PHKB;HTR5A;TPCN1;ERBB3;GNAS;BDKRB2;BDKRB1;PTK2B;CALM3;CALM1;PLCB1;PLCD3;CALM2;MET;CAMK2G;FGFR2
Complement and coagulation cascades	5/85	0.9930868752486434	0.9999948017010682	0	0	0.39628639882049393	0.002749090702362041	ITGB2;BDKRB2;BDKRB1;CD55;SERPINA5
Dilated cardiomyopathy	6/96	0.9931042822074818	0.9999948017010682	0	0	0.42261553588987216	0.0029243317815977783	CACNB3;ITGA3;TPM3;TNNT2;TPM1;GNAS
Insulin secretion	5/86	0.9937637074479527	0.9999948017010682	0	0	0.3913712213257612	0.0024483476987003424	GNAS;ATP1B1;PLCB1;CAMK2G;TRPM4
Thyroid hormone synthesis	4/75	0.9940523265826897	0.9999948017010682	0	0	0.3572711137866254	0.002131276275413058	GNAS;ATP1B1;PLCB1;HSP90B1
Arginine and proline metabolism	2/50	0.9940719548334833	0.9999948017010682	0	0	0.2643900343642612	0.001571980066910216	ALDH3A2;L3HYPDH
Basal cell carcinoma	3/63	0.9940822788850827	0.9999948017010682	0	0	0.31716390423572743	0.0018824629883523504	FZD2;DVL2;CTNNB1
Ovarian steroidogenesis	2/51	0.9947880929029811	0.9999948017010682	0	0	0.25897929127468367	0.0013533057294833391	GNAS;IGF1R
Phagosome	11/152	0.9952846244118586	0.9999948017010682	0	0	0.49399376976423093	0.0023348754064013402	TUBB2A;CTSL;ITGB2;STX18;ATP6V0A2;TCIRG1;SEC22B;ATP6V1D;ATP6V0C;THBS1;THBS3
Inflammatory bowel disease	3/65	0.9953264989281922	0.9999948017010682	0	0	0.3068971662805204	0.0014376462791020454	STAT1;STAT3;NFKB1
Viral protein interaction with cytokine and cytokine receptor	6/100	0.9953527539839057	0.9999948017010682	0	0	0.4045377518358125	0.0018843684166665474	TNFRSF10B;CXCR4;LTBR;IL6R;CCR3;CCL26
African trypanosomiasis	1/37	0.9955247391041446	0.9999948017010682	0	0	0.17631783421257105	7.908392375206428E-4	PLCB1
Pancreatic secretion	6/102	0.9961948729710222	0.9999948017010682	0	0	0.396063790560472	0.001509947631284355	PLA2G2C;RAB3D;GNAS;ATP2B4;ATP1B1;PLCB1
Serotonergic synapse	7/113	0.9962168069618299	0.9999948017010682	0	0	0.4183932685147164	0.001585864210949804	NRAS;GNB2;GNAS;RAF1;PLCB1;HTR5A;GNAI2
Nicotine addiction	1/40	0.9971142367634678	0.9999948017010682	0	0	0.16272661211932468	4.702693446766083E-4	GABRE
JAK-STAT signaling pathway	11/162	0.9979866560645647	0.9999948017010682	0	0	0.46100984203328627	9.291069897604088E-4	SOCS1;STAT1;AKT2;STAT3;PIM1;AKT1;RAF1;OSMR;IL6R;STAM2;SOCS4
Type I diabetes mellitus	1/43	0.998138959724842	0.9999948017010682	0	0	0.15107699318225634	2.814223193978169E-4	HSPD1
Taste transduction	4/86	0.9982627224415588	0.9999948017010682	0	0	0.3091467908046803	5.375408460684654E-4	GABBR1;GRM4;SCNN1A;PLCB1
Mineral absorption	2/60	0.9983839310458016	0.9999948017010682	0	0	0.21867858412472704	3.536855378990612E-4	ATP2B4;ATP1B1
Bile secretion	3/90	0.9997784098530581	0.9999948017010682	0	0	0.21839080459770116	4.839861300750952E-5	GNAS;ATP1B1;SLC27A5
MicroRNAs in cancer	23/310	0.9997852299838953	0.9999948017010682	0	0	0.5053686980018488	1.0854970043641897E-4	NOTCH2;HDAC2;MAP2K2;UBE2I;BMPR2;PRKCE;STAT3;TPM1;DNMT3A;PTEN;SIRT1;THBS1;NFKB1;FOXP1;NRAS;SOCS1;ERBB3;MIR375;PIM1;ABL1;IGF2BP1;RAF1;MET
Systemic lupus erythematosus	6/135	0.9998824083841219	0.9999948017010682	0	0	0.29417918638951773	3.459503996844016E-5	H2AX;H2AJ;H2BC6;ACTN1;H2BC10;H4C4
Retinol metabolism	1/68	0.9999492042217376	0.9999948017010682	0	0	0.09456764759199951	4.8037592642573E-6	HSD17B6
Staphylococcus aureus infection	2/95	0.9999819425705271	0.9999948017010682	0	0	0.13610306111137505	2.457693616948187E-6	KRT16;ITGB2
Olfactory transduction	5/440	0.9999943161827043	0.9999948017010682	0	0	0.07137621753074808	4.0569053264012614E-7	GRK2;CALM3;CALM1;CALM2;CAMK2G
Neuroactive ligand-receptor interaction	11/341	0.9999947123652534	0.9999948017010682	0	0	0.20874276566925257	1.1037584189942755E-6	UTS2B;GABBR1;THRB;GRM4;EDN3;CHRNE;NPY1R;BDKRB2;BDKRB1;GABRE;HTR5A
Cytokine-cytokine receptor interaction	14/295	0.9999948017010682	0.9999948017010682	0	0	0.31324885763018806	1.6283654343604436E-6	ACVR1;BMPR2;TNFRSF12A;GDF15;CXCR4;TNFRSF10B;OSMR;CLCF1;LTBR;INHA;IL6R;CCR3;TNFRSF21;CCL26
